"year","nbdsf","nddsf","vbdsf","vddsf","prate","dlwrf","pres","hgt","ugrd","vgrd","sh","tmp"
"1900",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1901",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1902",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1903",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1904",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1905",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1906",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1907",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1908",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1909",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1910",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1911",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1912",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1913",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1914",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1915",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1916",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1917",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1918",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1919",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1920",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1921",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1922",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1923",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1924",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1925",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1926",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1927",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1928",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1929",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1930",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1931",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1932",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1933",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1934",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1935",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1936",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1937",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1938",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1939",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1940",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1941",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1942",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1943",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1944",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1945",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1946",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1947",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1948",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1949",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1950",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1951",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1952",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1953",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1954",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1955",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1956",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1957",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1958",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1959",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1960",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1961",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1962",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1963",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1964",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1965",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1966",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1967",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1968",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1969",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1970",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1971",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1972",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1973",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1974",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1975",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1976",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1977",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1978",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1979",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1980",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1981",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1982",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1983",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1984",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1985",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1986",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1987",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1988",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1989",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1990",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1991",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1992",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1993",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1994",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1995",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1996",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1997",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1998",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"1999",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2000",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2001",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2002",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2003",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2004",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2005",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2006",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2007",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2008",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2009",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2010",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2011",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2012",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
"2013",40.2443819728519,30.775891594693,30.3597969268883,33.3405492275841,1.77756692600801e-05,266.311365582192,99199.1860605736,50,0.863006303408374,-0.391966037880884,0.00362152165919612,270.01633426196
